record_id,timestamp,service_date,service_week,day_type,time_of_day,mode,route,direction,stop_id,trip_id,status,delay_sec,headway_min,passengers_on,passengers_off
177,2025-02-01 02:06:37,2025-02-01,5,Weekend,Night,bus,B10,WB,STOP656,B10-20250201-0206-2,on_time,-10,10.8,1,4
269,2025-02-01 04:19:09,2025-02-01,5,Weekend,EarlyAM,train,T3,Inbound,STN194,T3-20250201-0419-1,late,105,5.3,11,16
294,2025-02-01 06:37:42,2025-02-01,5,Weekend,AM Peak,bus,B99,WB,STOP120,B99-20250201-0637-4,early,-78,17.1,2,3
330,2025-02-01 08:08:40,2025-02-01,5,Weekend,AM Peak,train,T3,Inbound,STN93,T3-20250201-0808-1,early,-146,11.4,18,11
324,2025-02-01 12:59:11,2025-02-01,5,Weekend,Midday,bus,B12,EB,STOP191,B12-20250201-1259-3,early,-127,14.6,2,2
249,2025-02-01 12:59:14,2025-02-01,5,Weekend,Midday,train,T5,Inbound,STN70,T5-20250201-1259-2,early,-210,13.3,14,8
36,2025-02-01 13:13:25,2025-02-01,5,Weekend,Midday,bus,B52,EB,STOP277,B52-20250201-1313-3,on_time,25,9.0,1,3
224,2025-02-01 18:37:34,2025-02-01,5,Weekend,PM Peak,bus,B12,NB,STOP265,B12-20250201-1837-3,early,-73,19.5,3,3
410,2025-02-01 21:19:28,2025-02-01,5,Weekend,Evening,train,T2,Outbound,STN111,T2-20250201-2119-1,on_time,44,11.4,28,19
459,2025-02-01 22:12:51,2025-02-01,5,Weekend,Evening,train,T1,Inbound,STN62,T1-20250201-2212-2,late,80,7.8,10,13
318,2025-02-01 23:43:34,2025-02-01,5,Weekend,Night,bus,B52,WB,STOP623,B52-20250201-2343-3,early,-97,19.3,4,3
151,2025-02-02 00:13:01,2025-02-02,5,Weekend,Night,bus,B99,SB,STOP178,B99-20250202-0013-4,on_time,-35,18.2,3,4
11,2025-02-02 00:14:14,2025-02-02,5,Weekend,Night,bus,B99,EB,STOP212,B99-20250202-0014-3,on_time,57,19.6,2,4
338,2025-02-02 00:18:49,2025-02-02,5,Weekend,Night,bus,B12,EB,STOP229,B12-20250202-0018-2,early,-167,19.5,3,3
259,2025-02-02 00:56:13,2025-02-02,5,Weekend,Night,bus,B52,NB,STOP130,B52-20250202-0056-3,on_time,-43,9.5,4,1
33,2025-02-02 01:01:49,2025-02-02,5,Weekend,Night,bus,B10,SB,STOP272,B10-20250202-0101-4,on_time,38,5.2,6,1
284,2025-02-02 01:28:33,2025-02-02,5,Weekend,Night,train,T3,Outbound,STN141,T3-20250202-0128-1,late,154,8.0,16,15
132,2025-02-02 06:38:08,2025-02-02,5,Weekend,AM Peak,bus,B21,SB,STOP722,B21-20250202-0638-2,early,-116,6.2,4,3
195,2025-02-02 07:06:39,2025-02-02,5,Weekend,AM Peak,bus,B52,NB,STOP601,B52-20250202-0706-1,early,-173,19.4,3,4
416,2025-02-02 07:44:27,2025-02-02,5,Weekend,AM Peak,train,T1,Inbound,STN99,T1-20250202-0744-2,on_time,35,8.3,18,12
247,2025-02-02 08:04:23,2025-02-02,5,Weekend,AM Peak,train,T5,Outbound,STN93,T5-20250202-0804-1,on_time,41,7.4,13,21
380,2025-02-02 08:04:47,2025-02-02,5,Weekend,AM Peak,train,T5,Outbound,STN136,T5-20250202-0804-4,early,-195,11.0,12,10
165,2025-02-02 08:33:15,2025-02-02,5,Weekend,AM Peak,train,T1,Outbound,STN64,T1-20250202-0833-3,late,260,9.1,24,18
462,2025-02-02 09:09:40,2025-02-02,5,Weekend,AM Peak,bus,B21,WB,STOP423,B21-20250202-0909-2,early,-107,13.2,6,1
309,2025-02-02 11:57:39,2025-02-02,5,Weekend,Midday,bus,B21,NB,STOP287,B21-20250202-1157-1,late,173,16.5,3,2
327,2025-02-02 12:42:27,2025-02-02,5,Weekend,Midday,bus,B52,EB,STOP798,B52-20250202-1242-4,early,-95,10.6,5,2
460,2025-02-02 16:55:26,2025-02-02,5,Weekend,PM Peak,bus,B21,NB,STOP191,B21-20250202-1655-4,late,72,17.1,5,3
82,2025-02-02 18:04:42,2025-02-02,5,Weekend,PM Peak,train,T2,Inbound,STN156,T2-20250202-1804-4,on_time,4,13.4,10,12
207,2025-02-02 19:11:59,2025-02-02,5,Weekend,Evening,train,T1,Outbound,STN174,T1-20250202-1911-3,late,164,3.1,11,19
278,2025-02-02 19:18:17,2025-02-02,5,Weekend,Evening,train,T1,Inbound,STN132,T1-20250202-1918-2,early,-81,12.0,19,18
331,2025-02-02 20:29:15,2025-02-02,5,Weekend,Evening,bus,B10,SB,STOP442,B10-20250202-2029-2,early,-221,9.8,0,3
175,2025-02-02 21:18:28,2025-02-02,5,Weekend,Evening,train,T3,Inbound,STN176,T3-20250202-2118-3,on_time,-48,9.1,13,13
263,2025-02-02 22:46:12,2025-02-02,5,Weekend,Evening,bus,B99,NB,STOP290,B99-20250202-2246-1,early,-109,13.6,6,3
52,2025-02-03 02:13:27,2025-02-03,6,Weekday,Night,train,T1,Inbound,STN73,T1-20250203-0213-2,late,91,9.9,19,11
349,2025-02-03 02:40:37,2025-02-03,6,Weekday,Night,bus,B52,NB,STOP825,B52-20250203-0240-2,late,71,16.1,4,2
127,2025-02-03 03:26:51,2025-02-03,6,Weekday,Night,bus,B52,NB,STOP714,B52-20250203-0326-1,on_time,56,8.4,6,3
172,2025-02-03 08:26:13,2025-02-03,6,Weekday,AM Peak,train,T5,Inbound,STN164,T5-20250203-0826-3,late,109,11.9,19,15
355,2025-02-03 09:52:05,2025-02-03,6,Weekday,AM Peak,train,T1,Outbound,STN138,T1-20250203-0952-3,late,70,12.9,11,21
296,2025-02-03 12:18:51,2025-02-03,6,Weekday,Midday,bus,B99,EB,STOP377,B99-20250203-1218-2,on_time,-39,15.1,2,7
352,2025-02-03 14:28:36,2025-02-03,6,Weekday,Midday,train,T1,Inbound,STN61,T1-20250203-1428-4,on_time,4,13.4,15,10
438,2025-02-03 15:33:37,2025-02-03,6,Weekday,PM Peak,bus,B52,WB,STOP228,B52-20250203-1533-3,on_time,4,15.1,2,2
385,2025-02-03 15:42:54,2025-02-03,6,Weekday,PM Peak,bus,B99,EB,STOP204,B99-20250203-1542-2,late,195,13.9,1,2
277,2025-02-03 21:23:16,2025-02-03,6,Weekday,Evening,train,T1,Inbound,STN14,T1-20250203-2123-4,on_time,17,4.2,18,17
134,2025-02-04 03:58:11,2025-02-04,6,Weekday,Night,bus,B21,WB,STOP725,B21-20250204-0358-1,late,215,19.1,3,5
408,2025-02-04 05:05:16,2025-02-04,6,Weekday,EarlyAM,bus,B52,NB,STOP709,B52-20250204-0505-3,early,-217,18.2,5,1
65,2025-02-04 05:17:43,2025-02-04,6,Weekday,EarlyAM,train,T3,Inbound,STN33,T3-20250204-0517-2,on_time,-2,4.4,11,15
45,2025-02-04 05:21:02,2025-02-04,6,Weekday,EarlyAM,bus,B12,EB,STOP313,B12-20250204-0521-3,on_time,21,6.2,6,1
374,2025-02-04 07:35:02,2025-02-04,6,Weekday,AM Peak,bus,B99,SB,STOP953,B99-20250204-0735-2,on_time,-50,13.4,6,1
256,2025-02-04 09:31:54,2025-02-04,6,Weekday,AM Peak,bus,B99,SB,STOP367,B99-20250204-0931-4,on_time,8,17.3,4,2
457,2025-02-04 11:46:39,2025-02-04,6,Weekday,Midday,bus,B10,WB,STOP255,B10-20250204-1146-4,early,-81,10.8,2,5
267,2025-02-04 12:19:29,2025-02-04,6,Weekday,Midday,train,T2,Inbound,STN105,T2-20250204-1219-3,early,-71,7.5,15,21
407,2025-02-04 12:26:26,2025-02-04,6,Weekday,Midday,train,T3,Outbound,STN127,T3-20250204-1226-2,on_time,47,4.0,10,19
452,2025-02-04 14:27:46,2025-02-04,6,Weekday,Midday,bus,B99,NB,STOP973,B99-20250204-1427-4,late,66,12.9,5,4
206,2025-02-04 15:45:46,2025-02-04,6,Weekday,PM Peak,train,T3,Outbound,STN105,T3-20250204-1545-2,on_time,55,6.7,17,16
14,2025-02-04 16:51:53,2025-02-04,6,Weekday,PM Peak,train,T3,Inbound,STN187,T3-20250204-1651-4,on_time,56,14.1,12,19
325,2025-02-04 19:07:56,2025-02-04,6,Weekday,Evening,train,T3,Outbound,STN15,T3-20250204-1907-1,early,-151,11.7,16,13
481,2025-02-05 07:12:38,2025-02-05,6,Weekday,AM Peak,bus,B12,WB,STOP227,B12-20250205-0712-3,early,-83,14.5,2,1
316,2025-02-05 08:36:19,2025-02-05,6,Weekday,AM Peak,bus,B99,SB,STOP627,B99-20250205-0836-3,on_time,-31,13.4,5,4
32,2025-02-05 09:36:18,2025-02-05,6,Weekday,AM Peak,train,T2,Outbound,STN141,T2-20250205-0936-3,late,142,7.2,18,14
423,2025-02-05 10:56:30,2025-02-05,6,Weekday,Midday,bus,B52,SB,STOP696,B52-20250205-1056-3,late,130,11.5,5,5
125,2025-02-05 11:05:22,2025-02-05,6,Weekday,Midday,train,T2,Inbound,STN69,T2-20250205-1105-3,early,-159,7.4,11,18
112,2025-02-05 12:15:39,2025-02-05,6,Weekday,Midday,train,T5,Inbound,STN103,T5-20250205-1215-2,on_time,-33,5.2,11,17
106,2025-02-05 13:04:15,2025-02-05,6,Weekday,Midday,train,T1,Outbound,STN42,T1-20250205-1304-2,late,240,10.2,19,16
489,2025-02-05 15:42:52,2025-02-05,6,Weekday,PM Peak,train,T3,Inbound,STN193,T3-20250205-1542-4,on_time,-12,7.1,15,12
414,2025-02-05 16:21:05,2025-02-05,6,Weekday,PM Peak,train,T2,Outbound,STN29,T2-20250205-1621-1,on_time,-2,9.2,13,9
388,2025-02-05 18:02:06,2025-02-05,6,Weekday,PM Peak,bus,B21,NB,STOP568,B21-20250205-1802-3,early,-300,11.3,2,4
334,2025-02-05 18:28:57,2025-02-05,6,Weekday,PM Peak,bus,B12,SB,STOP169,B12-20250205-1828-2,late,157,14.2,3,4
387,2025-02-05 18:55:43,2025-02-05,6,Weekday,PM Peak,bus,B12,NB,STOP481,B12-20250205-1855-1,on_time,7,5.6,9,2
118,2025-02-05 19:08:30,2025-02-05,6,Weekday,Evening,bus,B12,SB,STOP552,B12-20250205-1908-4,early,-186,7.6,2,6
173,2025-02-05 20:16:22,2025-02-05,6,Weekday,Evening,bus,B12,EB,STOP456,B12-20250205-2016-3,late,125,6.8,2,3
190,2025-02-05 21:08:32,2025-02-05,6,Weekday,Evening,bus,B99,WB,STOP412,B99-20250205-2108-4,on_time,-56,16.4,8,2
304,2025-02-05 23:48:29,2025-02-05,6,Weekday,Night,bus,B52,EB,STOP854,B52-20250205-2348-1,on_time,17,13.9,5,3
21,2025-02-06 03:02:46,2025-02-06,6,Weekday,Night,bus,B99,NB,STOP191,B99-20250206-0302-4,early,-144,13.7,5,3
216,2025-02-06 03:24:57,2025-02-06,6,Weekday,Night,train,T3,Inbound,STN18,T3-20250206-0324-3,late,188,6.2,15,23
8,2025-02-06 05:02:21,2025-02-06,6,Weekday,EarlyAM,bus,B12,NB,STOP963,B12-20250206-0502-4,on_time,35,14.5,3,6
109,2025-02-06 06:14:03,2025-02-06,6,Weekday,AM Peak,bus,B12,SB,STOP704,B12-20250206-0614-4,on_time,5,11.7,6,3
40,2025-02-06 10:03:07,2025-02-06,6,Weekday,Midday,train,T5,Outbound,STN13,T5-20250206-1003-3,late,72,5.7,12,15
359,2025-02-06 12:06:41,2025-02-06,6,Weekday,Midday,train,T3,Inbound,STN160,T3-20250206-1206-1,late,226,11.9,22,19
239,2025-02-06 13:18:17,2025-02-06,6,Weekday,Midday,train,T5,Inbound,STN140,T5-20250206-1318-2,on_time,33,9.7,20,13
234,2025-02-06 13:28:36,2025-02-06,6,Weekday,Midday,bus,B12,WB,STOP955,B12-20250206-1328-2,late,116,16.8,5,3
396,2025-02-06 15:03:25,2025-02-06,6,Weekday,PM Peak,bus,B21,NB,STOP146,B21-20250206-1503-3,early,-251,7.2,3,4
93,2025-02-06 17:08:01,2025-02-06,6,Weekday,PM Peak,train,T5,Outbound,STN157,T5-20250206-1708-2,on_time,25,7.2,9,4
455,2025-02-06 17:17:37,2025-02-06,6,Weekday,PM Peak,bus,B12,NB,STOP185,B12-20250206-1717-1,late,65,12.4,2,4
250,2025-02-06 18:06:46,2025-02-06,6,Weekday,PM Peak,bus,B12,WB,STOP561,B12-20250206-1806-4,late,76,18.7,9,3
10,2025-02-06 19:07:20,2025-02-06,6,Weekday,Evening,bus,B12,WB,STOP763,B12-20250206-1907-4,on_time,-39,19.1,2,3
443,2025-02-06 20:46:17,2025-02-06,6,Weekday,Evening,train,T1,Outbound,STN34,T1-20250206-2046-1,early,-142,9.0,17,20
120,2025-02-07 01:36:22,2025-02-07,6,Weekday,Night,bus,B10,NB,STOP608,B10-20250207-0136-4,on_time,47,5.5,2,4
448,2025-02-07 02:11:50,2025-02-07,6,Weekday,Night,bus,B99,WB,STOP762,B99-20250207-0211-3,on_time,-48,10.1,11,3
136,2025-02-07 02:25:06,2025-02-07,6,Weekday,Night,train,T5,Outbound,STN31,T5-20250207-0225-3,on_time,-43,9.5,12,17
204,2025-02-07 06:44:32,2025-02-07,6,Weekday,AM Peak,train,T2,Outbound,STN17,T2-20250207-0644-3,on_time,22,5.5,20,25
196,2025-02-07 07:42:27,2025-02-07,6,Weekday,AM Peak,train,T2,Outbound,STN63,T2-20250207-0742-3,early,-275,13.6,17,12
146,2025-02-07 08:31:22,2025-02-07,6,Weekday,AM Peak,train,T1,Outbound,STN194,T1-20250207-0831-3,early,-83,7.2,13,25
500,2025-02-07 09:46:09,2025-02-07,6,Weekday,AM Peak,train,T2,Outbound,STN43,T2-20250207-0946-1,on_time,-58,12.7,14,10
55,2025-02-07 12:13:48,2025-02-07,6,Weekday,Midday,train,T5,Outbound,STN164,T5-20250207-1213-1,late,99,12.5,13,10
225,2025-02-07 12:43:20,2025-02-07,6,Weekday,Midday,bus,B10,WB,STOP382,B10-20250207-1243-1,early,-197,15.1,0,1
392,2025-02-07 16:16:00,2025-02-07,6,Weekday,PM Peak,bus,B99,WB,STOP156,B99-20250207-1616-2,late,112,9.2,6,1
69,2025-02-07 16:25:29,2025-02-07,6,Weekday,PM Peak,train,T1,Inbound,STN159,T1-20250207-1625-1,early,-69,11.8,15,13
319,2025-02-07 17:44:11,2025-02-07,6,Weekday,PM Peak,bus,B99,SB,STOP821,B99-20250207-1744-1,on_time,39,10.7,7,4
268,2025-02-07 18:43:04,2025-02-07,6,Weekday,PM Peak,bus,B21,WB,STOP483,B21-20250207-1843-1,early,-133,5.5,3,2
229,2025-02-08 02:54:02,2025-02-08,6,Weekend,Night,bus,B10,WB,STOP465,B10-20250208-0254-4,late,204,9.1,6,4
475,2025-02-08 04:21:30,2025-02-08,6,Weekend,EarlyAM,bus,B10,WB,STOP138,B10-20250208-0421-3,early,-132,7.2,2,1
274,2025-02-08 05:13:02,2025-02-08,6,Weekend,EarlyAM,train,T5,Inbound,STN53,T5-20250208-0513-4,early,-300,7.9,13,12
301,2025-02-08 06:09:51,2025-02-08,6,Weekend,AM Peak,bus,B52,SB,STOP300,B52-20250208-0609-4,on_time,9,14.3,3,2
427,2025-02-08 06:19:23,2025-02-08,6,Weekend,AM Peak,train,T3,Outbound,STN46,T3-20250208-0619-2,on_time,-60,4.0,18,11
201,2025-02-08 08:38:51,2025-02-08,6,Weekend,AM Peak,bus,B52,EB,STOP588,B52-20250208-0838-3,early,-84,19.1,7,6
400,2025-02-08 09:49:31,2025-02-08,6,Weekend,AM Peak,bus,B99,NB,STOP597,B99-20250208-0949-1,early,-70,13.9,6,1
187,2025-02-08 15:03:09,2025-02-08,6,Weekend,PM Peak,train,T1,Outbound,STN113,T1-20250208-1503-1,late,115,7.8,16,16
333,2025-02-08 18:15:56,2025-02-08,6,Weekend,PM Peak,bus,B99,SB,STOP581,B99-20250208-1815-2,on_time,-35,18.4,5,2
437,2025-02-08 19:33:54,2025-02-08,6,Weekend,Evening,bus,B10,EB,STOP880,B10-20250208-1933-2,early,-102,19.0,4,3
260,2025-02-08 19:39:04,2025-02-08,6,Weekend,Evening,train,T5,Outbound,STN66,T5-20250208-1939-3,on_time,36,11.6,16,13
405,2025-02-08 20:21:22,2025-02-08,6,Weekend,Evening,train,T5,Outbound,STN126,T5-20250208-2021-1,early,-235,9.8,11,13
308,2025-02-09 01:33:14,2025-02-09,6,Weekend,Night,bus,B52,WB,STOP772,B52-20250209-0133-3,on_time,-47,14.5,2,3
162,2025-02-09 03:07:20,2025-02-09,6,Weekend,Night,bus,B12,NB,STOP753,B12-20250209-0307-1,early,-63,14.0,2,6
343,2025-02-09 03:14:55,2025-02-09,6,Weekend,Night,train,T2,Outbound,STN196,T2-20250209-0314-1,on_time,45,10.3,17,19
59,2025-02-09 06:59:10,2025-02-09,6,Weekend,AM Peak,bus,B21,NB,STOP412,B21-20250209-0659-1,late,126,5.1,5,3
27,2025-02-09 07:35:50,2025-02-09,6,Weekend,AM Peak,bus,B10,SB,STOP352,B10-20250209-0735-1,on_time,-24,6.4,2,1
386,2025-02-09 07:52:13,2025-02-09,6,Weekend,AM Peak,bus,B10,NB,STOP350,B10-20250209-0752-4,on_time,-44,5.9,5,2
163,2025-02-09 18:25:14,2025-02-09,6,Weekend,PM Peak,train,T3,Inbound,STN185,T3-20250209-1825-1,early,-88,3.4,19,9
332,2025-02-09 23:06:08,2025-02-09,6,Weekend,Night,bus,B21,NB,STOP870,B21-20250209-2306-4,on_time,14,7.6,3,3
7,2025-02-09 23:30:51,2025-02-09,6,Weekend,Night,bus,B10,SB,STOP673,B10-20250209-2330-1,late,100,9.9,4,4
103,2025-02-09 23:56:53,2025-02-09,6,Weekend,Night,bus,B12,WB,STOP381,B12-20250209-2356-3,on_time,22,5.6,4,3
